Station,Drainage,State,County,Quad,Reach,RM_Start,Locality,UTM_Zone,UTM_Easting,UTM_Northing,Date Collected,Sampling_Period,Effort m^2,NelsonNum,Family,Genus,Species,Species_Codes,SumOfSPEC,Project
RKD10-163,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13S,347554,3877163,10/1/2010,201010,755.2,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,2,Hybognathus Amarus Population Monitoring
RKD10-163,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13S,347554,3877163,10/1/2010,201010,755.2,81,Catostomidae,Carpiodes,carpio,CARCAR,3,Hybognathus Amarus Population Monitoring
RKD10-163,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13S,347554,3877163,10/1/2010,201010,755.2,93,Ictaluridae,Ameiurus,natalis,AMENAT,1,Hybognathus Amarus Population Monitoring
RKD10-163,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13S,347554,3877163,10/1/2010,201010,755.2,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,25,Hybognathus Amarus Population Monitoring
RKD10-163,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,178.3,"Rio Grande, at Rio Bravo Blvd. Bridge crossing  (NM State HWY 500) crossing, Albuquerque.",13S,347554,3877163,10/1/2010,201010,755.2,212,Poeciliidae,Gambusia,affinis,GAMAFF,64,Hybognathus Amarus Population Monitoring
RKD10-164,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Avenue bridge crossing (US HWY 66), Albuquerque.",13S,346840,3884094,10/1/2010,201010,666.3,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,24,Hybognathus Amarus Population Monitoring
RKD10-164,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Avenue bridge crossing (US HWY 66), Albuquerque.",13S,346840,3884094,10/1/2010,201010,666.3,76,Cyprinidae,Hybognathus,amarus,HYBAMA,1,Hybognathus Amarus Population Monitoring
RKD10-164,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Avenue bridge crossing (US HWY 66), Albuquerque.",13S,346840,3884094,10/1/2010,201010,666.3,76,Cyprinidae,Platygobio,gracilis,PLAGRA,23,Hybognathus Amarus Population Monitoring
RKD10-164,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Avenue bridge crossing (US HWY 66), Albuquerque.",13S,346840,3884094,10/1/2010,201010,666.3,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,3,Hybognathus Amarus Population Monitoring
RKD10-164,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Avenue bridge crossing (US HWY 66), Albuquerque.",13S,346840,3884094,10/1/2010,201010,666.3,81,Catostomidae,Carpiodes,carpio,CARCAR,1,Hybognathus Amarus Population Monitoring
RKD10-164,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Avenue bridge crossing (US HWY 66), Albuquerque.",13S,346840,3884094,10/1/2010,201010,666.3,81,Catostomidae,Catostomus,commersonii,CATCOM,2,Hybognathus Amarus Population Monitoring
RKD10-164,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Avenue bridge crossing (US HWY 66), Albuquerque.",13S,346840,3884094,10/1/2010,201010,666.3,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,10,Hybognathus Amarus Population Monitoring
RKD10-164,RIO GRANDE,NEW MEXICO,BERNALILLO,Albuquerque West,Angostura,183.4,"Rio Grande, at Central Avenue bridge crossing (US HWY 66), Albuquerque.",13S,346840,3884094,10/1/2010,201010,666.3,212,Poeciliidae,Gambusia,affinis,GAMAFF,9,Hybognathus Amarus Population Monitoring
RKD10-165,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13S,363811,3916006,10/1/2010,201010,542.55,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,17,Hybognathus Amarus Population Monitoring
RKD10-165,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13S,363811,3916006,10/1/2010,201010,542.55,76,Cyprinidae,Pimephales,promelas,PIMPRO,1,Hybognathus Amarus Population Monitoring
RKD10-165,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13S,363811,3916006,10/1/2010,201010,542.55,76,Cyprinidae,Platygobio,gracilis,PLAGRA,99,Hybognathus Amarus Population Monitoring
RKD10-165,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13S,363811,3916006,10/1/2010,201010,542.55,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,26,Hybognathus Amarus Population Monitoring
RKD10-165,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13S,363811,3916006,10/1/2010,201010,542.55,81,Catostomidae,Carpiodes,carpio,CARCAR,3,Hybognathus Amarus Population Monitoring
RKD10-165,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13S,363811,3916006,10/1/2010,201010,542.55,81,Catostomidae,Catostomus,commersonii,CATCOM,1,Hybognathus Amarus Population Monitoring
RKD10-165,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13S,363811,3916006,10/1/2010,201010,542.55,212,Poeciliidae,Gambusia,affinis,GAMAFF,93,Hybognathus Amarus Population Monitoring
RKD10-165,RIO GRANDE,NEW MEXICO,SANDOVAL,San Felipe Pueblo,Angostura,209.7,"Rio Grande, directly below Angostura Diversion Dam, Algodones.",13S,363811,3916006,10/1/2010,201010,542.55,294,Centrarchidae,Micropterus,salmoides,MICSAL,1,Hybognathus Amarus Population Monitoring
RKD10-166,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13S,358543,3909722,10/1/2010,201010,692.15,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,22,Hybognathus Amarus Population Monitoring
RKD10-166,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13S,358543,3909722,10/1/2010,201010,692.15,76,Cyprinidae,Hybognathus,amarus,HYBAMA,5,Hybognathus Amarus Population Monitoring
RKD10-166,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13S,358543,3909722,10/1/2010,201010,692.15,76,Cyprinidae,Platygobio,gracilis,PLAGRA,48,Hybognathus Amarus Population Monitoring
RKD10-166,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13S,358543,3909722,10/1/2010,201010,692.15,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,9,Hybognathus Amarus Population Monitoring
RKD10-166,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13S,358543,3909722,10/1/2010,201010,692.15,81,Catostomidae,Carpiodes,carpio,CARCAR,1,Hybognathus Amarus Population Monitoring
RKD10-166,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13S,358543,3909722,10/1/2010,201010,692.15,81,Catostomidae,Catostomus,commersonii,CATCOM,1,Hybognathus Amarus Population Monitoring
RKD10-166,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13S,358543,3909722,10/1/2010,201010,692.15,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,5,Hybognathus Amarus Population Monitoring
RKD10-166,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,203.8,"Rio Grande, at US HWY 550 (formerly NM State HWY 44) bridge crossing, Bernalillo.",13S,358543,3909722,10/1/2010,201010,692.15,212,Poeciliidae,Gambusia,affinis,GAMAFF,5,Hybognathus Amarus Population Monitoring
RKD10-167,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,200.,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 (formerly NM State HWY 44) bridge crossing, at Rio Rancho Wastewater Treatment Plant, Rio Rancho.",13S,354772,3905355,10/1/2010,201010,672.15,76,Cyprinidae,Carassius,auratus,CARAUR,1,Hybognathus Amarus Population Monitoring
RKD10-167,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,200.,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 (formerly NM State HWY 44) bridge crossing, at Rio Rancho Wastewater Treatment Plant, Rio Rancho.",13S,354772,3905355,10/1/2010,201010,672.15,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,76,Hybognathus Amarus Population Monitoring
RKD10-167,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,200.,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 (formerly NM State HWY 44) bridge crossing, at Rio Rancho Wastewater Treatment Plant, Rio Rancho.",13S,354772,3905355,10/1/2010,201010,672.15,76,Cyprinidae,Hybognathus,amarus,HYBAMA,2,Hybognathus Amarus Population Monitoring
RKD10-167,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,200.,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 (formerly NM State HWY 44) bridge crossing, at Rio Rancho Wastewater Treatment Plant, Rio Rancho.",13S,354772,3905355,10/1/2010,201010,672.15,76,Cyprinidae,Platygobio,gracilis,PLAGRA,9,Hybognathus Amarus Population Monitoring
RKD10-167,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,200.,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 (formerly NM State HWY 44) bridge crossing, at Rio Rancho Wastewater Treatment Plant, Rio Rancho.",13S,354772,3905355,10/1/2010,201010,672.15,76,Cyprinidae,Rhinichthys,cataractae,RHICAT,1,Hybognathus Amarus Population Monitoring
RKD10-167,RIO GRANDE,NEW MEXICO,SANDOVAL,Bernalillo,Angostura,200.,"Rio Grande, ca. 4.0 miles downstream of US HWY 550 (formerly NM State HWY 44) bridge crossing, at Rio Rancho Wastewater Treatment Plant, Rio Rancho.",13S,354772,3905355,10/1/2010,201010,672.15,212,Poeciliidae,Gambusia,affinis,GAMAFF,52,Hybognathus Amarus Population Monitoring
RKD11-141,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.8,"Rio Grande, ca. 10 mi downstream of the San Marcial railroad bridge crossing",13S,307846,3716150,9/26/2011,201110,495.5,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,20,Hybognathus Amarus Population Monitoring
RKD11-141,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.8,"Rio Grande, ca. 10 mi downstream of the San Marcial railroad bridge crossing",13S,307846,3716150,9/26/2011,201110,495.5,76,Cyprinidae,Hybognathus,amarus,HYBAMA,14,Hybognathus Amarus Population Monitoring
RKD11-141,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.8,"Rio Grande, ca. 10 mi downstream of the San Marcial railroad bridge crossing",13S,307846,3716150,9/26/2011,201110,495.5,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,20,Hybognathus Amarus Population Monitoring
RKD11-141,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,58.8,"Rio Grande, ca. 10 mi downstream of the San Marcial railroad bridge crossing",13S,307846,3716150,9/26/2011,201110,495.5,212,Poeciliidae,Gambusia,affinis,GAMAFF,1,Hybognathus Amarus Population Monitoring
RKD11-142,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/26/2011,201110,521.4,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,47,Hybognathus Amarus Population Monitoring
RKD11-142,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/26/2011,201110,521.4,76,Cyprinidae,Hybognathus,amarus,HYBAMA,23,Hybognathus Amarus Population Monitoring
RKD11-142,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/26/2011,201110,521.4,76,Cyprinidae,Pimephales,promelas,PIMPRO,1,Hybognathus Amarus Population Monitoring
RKD11-142,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/26/2011,201110,521.4,76,Cyprinidae,Pimephales,vigilax,PIMVIG,1,Hybognathus Amarus Population Monitoring
RKD11-142,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/26/2011,201110,521.4,76,Cyprinidae,Platygobio,gracilis,PLAGRA,4,Hybognathus Amarus Population Monitoring
RKD11-142,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/26/2011,201110,521.4,81,Catostomidae,Carpiodes,carpio,CARCAR,1,Hybognathus Amarus Population Monitoring
RKD11-142,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/26/2011,201110,521.4,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,19,Hybognathus Amarus Population Monitoring
RKD11-142,RIO GRANDE,NEW MEXICO,SOCORRO,Paraje Well,San Acacia,60.5,"Rio Grande, ca. 8 miles downstream of the San Marcial railroad bridge crossing",13S,309487,3718178,9/26/2011,201110,521.4,212,Poeciliidae,Gambusia,affinis,GAMAFF,8,Hybognathus Amarus Population Monitoring
RKD11-143,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.6,"Rio Grande, at San Marcial Railroad Bridge, San Marcial.",13S,315284,3728347,9/26/2011,201110,539.15,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,27,Hybognathus Amarus Population Monitoring
RKD11-143,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.6,"Rio Grande, at San Marcial Railroad Bridge, San Marcial.",13S,315284,3728347,9/26/2011,201110,539.15,76,Cyprinidae,Cyprinus,carpio,CYPCAR,5,Hybognathus Amarus Population Monitoring
RKD11-143,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.6,"Rio Grande, at San Marcial Railroad Bridge, San Marcial.",13S,315284,3728347,9/26/2011,201110,539.15,76,Cyprinidae,Hybognathus,amarus,HYBAMA,52,Hybognathus Amarus Population Monitoring
RKD11-143,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.6,"Rio Grande, at San Marcial Railroad Bridge, San Marcial.",13S,315284,3728347,9/26/2011,201110,539.15,81,Catostomidae,Carpiodes,carpio,CARCAR,1,Hybognathus Amarus Population Monitoring
RKD11-143,RIO GRANDE,NEW MEXICO,SOCORRO,San Marcial,San Acacia,68.6,"Rio Grande, at San Marcial Railroad Bridge, San Marcial.",13S,315284,3728347,9/26/2011,201110,539.15,212,Poeciliidae,Gambusia,affinis,GAMAFF,9,Hybognathus Amarus Population Monitoring
RKD11-144,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio SE,San Acacia,79.1,"Rio Grande, directly east of Bosque del Apache National Wildlife Refuge Headquarters.",13S,327055,3740839,9/26/2011,201110,496.25,212,Poeciliidae,Gambusia,affinis,GAMAFF,4,Hybognathus Amarus Population Monitoring
RKD11-145,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio,San Acacia,87.1,"Rio Grande, at US HWY 380 bridge crossing, San Antonio.",13S,328914,3754471,9/26/2011,201110,497.85,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,24,Hybognathus Amarus Population Monitoring
RKD11-145,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio,San Acacia,87.1,"Rio Grande, at US HWY 380 bridge crossing, San Antonio.",13S,328914,3754471,9/26/2011,201110,497.85,76,Cyprinidae,Hybognathus,amarus,HYBAMA,1,Hybognathus Amarus Population Monitoring
RKD11-145,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio,San Acacia,87.1,"Rio Grande, at US HWY 380 bridge crossing, San Antonio.",13S,328914,3754471,9/26/2011,201110,497.85,212,Poeciliidae,Gambusia,affinis,GAMAFF,23,Hybognathus Amarus Population Monitoring
RKD11-146,RIO GRANDE,NEW MEXICO,SOCORRO,San Antonio,San Acacia,91.7,"Rio Grande, ca. 4.0 miles upstream of U.S. 380 bridge crossing.",13S,328140,3761283,9/27/2011,201110,556.15,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,4,Hybognathus Amarus Population Monitoring
RKD11-147,RIO GRANDE,NEW MEXICO,SOCORRO,Loma de las Canas,San Acacia,99.5,"Rio Grande, east of Socorro, 0.5 miles upstream of Socorro Low Flow Conveyance Channel bridge and east just upstream of Socorro Wastewater Treatment Plant, Socorro.",13S,327097,3771043,9/27/2011,201110,562.95,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,41,Hybognathus Amarus Population Monitoring
RKD11-147,RIO GRANDE,NEW MEXICO,SOCORRO,Loma de las Canas,San Acacia,99.5,"Rio Grande, east of Socorro, 0.5 miles upstream of Socorro Low Flow Conveyance Channel bridge and east just upstream of Socorro Wastewater Treatment Plant, Socorro.",13S,327097,3771043,9/27/2011,201110,562.95,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,1,Hybognathus Amarus Population Monitoring
RKD11-147,RIO GRANDE,NEW MEXICO,SOCORRO,Loma de las Canas,San Acacia,99.5,"Rio Grande, east of Socorro, 0.5 miles upstream of Socorro Low Flow Conveyance Channel bridge and east just upstream of Socorro Wastewater Treatment Plant, Socorro.",13S,327097,3771043,9/27/2011,201110,562.95,212,Poeciliidae,Gambusia,affinis,GAMAFF,1,Hybognathus Amarus Population Monitoring
RKD11-148,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.6,"Rio Grande, ca. 1.5 miles downstream of San Acacia Diversion Dam, San Acacia.",13S,325263,3790442,9/27/2011,201110,505.25,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,17,Hybognathus Amarus Population Monitoring
RKD11-148,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.6,"Rio Grande, ca. 1.5 miles downstream of San Acacia Diversion Dam, San Acacia.",13S,325263,3790442,9/27/2011,201110,505.25,76,Cyprinidae,Pimephales,promelas,PIMPRO,1,Hybognathus Amarus Population Monitoring
RKD11-148,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.6,"Rio Grande, ca. 1.5 miles downstream of San Acacia Diversion Dam, San Acacia.",13S,325263,3790442,9/27/2011,201110,505.25,76,Cyprinidae,Platygobio,gracilis,PLAGRA,11,Hybognathus Amarus Population Monitoring
RKD11-148,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.6,"Rio Grande, ca. 1.5 miles downstream of San Acacia Diversion Dam, San Acacia.",13S,325263,3790442,9/27/2011,201110,505.25,93,Ictaluridae,Ictalurus,punctatus,ICTPUN,1,Hybognathus Amarus Population Monitoring
RKD11-148,RIO GRANDE,NEW MEXICO,SOCORRO,Lemitar,San Acacia,114.6,"Rio Grande, ca. 1.5 miles downstream of San Acacia Diversion Dam, San Acacia.",13S,325263,3790442,9/27/2011,201110,505.25,212,Poeciliidae,Gambusia,affinis,GAMAFF,1,Hybognathus Amarus Population Monitoring
RKD11-149,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,116.2,"Rio Grande, directly below San Acacia Diversion Dam, San Acacia.",13S,326162,3791977,9/27/2011,201110,391.95,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,7,Hybognathus Amarus Population Monitoring
RKD11-149,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,116.2,"Rio Grande, directly below San Acacia Diversion Dam, San Acacia.",13S,326162,3791977,9/27/2011,201110,391.95,76,Cyprinidae,Platygobio,gracilis,PLAGRA,63,Hybognathus Amarus Population Monitoring
RKD11-149,RIO GRANDE,NEW MEXICO,SOCORRO,San Acacia,San Acacia,116.2,"Rio Grande, directly below San Acacia Diversion Dam, San Acacia.",13S,326162,3791977,9/27/2011,201110,391.95,212,Poeciliidae,Gambusia,affinis,GAMAFF,1,Hybognathus Amarus Population Monitoring
RKD11-150,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,116.8,"Rio Grande, ca. 0.6 miles upstream of San Acacia Diversion Dam, San Acacia",13S,327902,3792603,9/27/2011,201110,608.05,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,135,Hybognathus Amarus Population Monitoring
RKD11-150,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,116.8,"Rio Grande, ca. 0.6 miles upstream of San Acacia Diversion Dam, San Acacia",13S,327902,3792603,9/27/2011,201110,608.05,76,Cyprinidae,Platygobio,gracilis,PLAGRA,14,Hybognathus Amarus Population Monitoring
RKD11-150,RIO GRANDE,NEW MEXICO,SOCORRO,La Joya,Isleta,116.8,"Rio Grande, ca. 0.6 miles upstream of San Acacia Diversion Dam, San Acacia",13S,327902,3792603,9/27/2011,201110,608.05,212,Poeciliidae,Gambusia,affinis,GAMAFF,10,Hybognathus Amarus Population Monitoring
RKD11-151,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13S,331094,3805229,9/26/2011,201110,504.45,76,Cyprinidae,Cyprinella,lutrensis,CYPLUT,495,Hybognathus Amarus Population Monitoring
RKD11-151,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13S,331094,3805229,9/26/2011,201110,504.45,76,Cyprinidae,Cyprinus,carpio,CYPCAR,1,Hybognathus Amarus Population Monitoring
RKD11-151,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13S,331094,3805229,9/26/2011,201110,504.45,76,Cyprinidae,Pimephales,promelas,PIMPRO,3,Hybognathus Amarus Population Monitoring
RKD11-151,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13S,331094,3805229,9/26/2011,201110,504.45,81,Catostomidae,Carpiodes,carpio,CARCAR,2,Hybognathus Amarus Population Monitoring
RKD11-151,RIO GRANDE,NEW MEXICO,SOCORRO,Abeytas,Isleta,127.,"Rio Grande, ca. 3.5 miles downstream of the US HWY 60 bridge crossing, Bernardo.",13S,331094,3805229,9/26/2011,201110,504.45,212,Poeciliidae,Gambusia,affinis,GAMAFF,116,Hybognathus Amarus Population Monitoring
